plz;ort;bundesland;FW ja/nein?
24860;Uelsby;Schleswig-Holstein;keine fernwaerme
49843;Uelsen;Niedersachsen;keine fernwaerme
55278;Uelversheim;Rheinland-Pfalz;keine fernwaerme
25889;Uelvesbüll;Schleswig-Holstein;keine fernwaerme
29525;Uelzen;Niedersachsen;keine fernwaerme
56767;Uersfeld;Rheinland-Pfalz;keine fernwaerme
56767;Ueß;Rheinland-Pfalz;keine fernwaerme
25436;Uetersen;Schleswig-Holstein;fernwaerme
97292;Uettingen;Bayern;keine fernwaerme
31311;Uetze;Niedersachsen;keine fernwaerme
97215;Uffenheim;Bayern;keine fernwaerme
82449;Uffing am Staffelsee;Bayern;fernwaerme
73066;Uhingen;Baden-Württemberg;fernwaerme
88690;Uhldingen-Mühlhofen;Baden-Württemberg;keine fernwaerme
56290;Uhler;Rheinland-Pfalz;keine fernwaerme
79777;Ühlingen-Birkendorf;Baden-Württemberg;keine fernwaerme
7407;Uhlstädt-Kirchhasel;Thüringen;fernwaerme
89073;Ulm;Baden-Württemberg;fernwaerme
89075;Ulm;Baden-Württemberg;fernwaerme
89077;Ulm;Baden-Württemberg;fernwaerme
89079;Ulm;Baden-Württemberg;fernwaerme
89081;Ulm;Baden-Württemberg;fernwaerme
89160;Ulm;Baden-Württemberg;keine fernwaerme
56766;Ulmen;Rheinland-Pfalz;keine fernwaerme
66887;Ulmet;Rheinland-Pfalz;keine fernwaerme
35327;Ulrichstein;Hessen;keine fernwaerme
24897;Ulsnis;Schleswig-Holstein;keine fernwaerme
79224;Umkirch;Baden-Württemberg;keine fernwaerme
18569;Ummanz;Mecklenburg-Vorpommern;keine fernwaerme
39365;Ummendorf;Sachsen-Anhalt;fernwaerme
88444;Ummendorf;Baden-Württemberg;keine fernwaerme
29369;Ummern;Niedersachsen;keine fernwaerme
98663;Ummerstadt;Thüringen;keine fernwaerme
99441;Umpferstedt;Thüringen;keine fernwaerme
21274;Undeloh;Niedersachsen;keine fernwaerme
29640;Undeloh;Niedersachsen;keine fernwaerme
55278;Undenheim;Rheinland-Pfalz;keine fernwaerme
87781;Ungerhausen;Bayern;keine fernwaerme
53572;Unkel;Rheinland-Pfalz;keine fernwaerme
67823;Unkenbach;Rheinland-Pfalz;keine fernwaerme
88527;Unlingen;Baden-Württemberg;keine fernwaerme
59423;Unna;Nordrhein-Westfalen;fernwaerme
59425;Unna;Nordrhein-Westfalen;fernwaerme
59427;Unna;Nordrhein-Westfalen;fernwaerme
57648;Unnau;Rheinland-Pfalz;keine fernwaerme
97618;Unsleben;Bayern;fernwaerme
99974;Unstruttal;Thüringen;fernwaerme
99976;Unstruttal;Thüringen;keine fernwaerme
82497;Unterammergau;Bayern;keine fernwaerme
7646;Unterbodnitz;Thüringen;fernwaerme
36404;Unterbreizbach;Thüringen;fernwaerme
36414;Unterbreizbach;Thüringen;keine fernwaerme
86944;Unterdießen;Bayern;keine fernwaerme
84339;Unterdietfurt;Bayern;keine fernwaerme
87782;Unteregg;Bayern;keine fernwaerme
74257;Untereisesheim;Baden-Württemberg;keine fernwaerme
72669;Unterensingen;Baden-Württemberg;keine fernwaerme
85774;Unterföhring;Bayern;fernwaerme
94107;Untergriesbach;Bayern;keine fernwaerme
74199;Untergruppenbach;Baden-Württemberg;keine fernwaerme
82008;Unterhaching;Bayern;fernwaerme
67746;Unterjeckenbach;Rheinland-Pfalz;keine fernwaerme
98634;Unterkatz;Thüringen;fernwaerme
78089;Unterkirnach;Baden-Württemberg;keine fernwaerme
91364;Unterleinleiter;Bayern;fernwaerme
89617;Untermarchtal;Baden-Württemberg;keine fernwaerme
98617;Untermaßfeld;Thüringen;fernwaerme
86836;Untermeitingen;Bayern;keine fernwaerme
96190;Untermerzbach;Bayern;keine fernwaerme
74547;Untermünkheim;Baden-Württemberg;keine fernwaerme
84579;Unterneukirchen;Bayern;fernwaerme
97294;Unterpleichfeld;Bayern;keine fernwaerme
75399;Unterreichenbach;Baden-Württemberg;keine fernwaerme
83567;Unterreit;Bayern;keine fernwaerme
89299;Unterroth;Bayern;keine fernwaerme
85716;Unterschleißheim;Bayern;fernwaerme
73485;Unterschneidheim;Baden-Württemberg;keine fernwaerme
98587;Unterschönau;Thüringen;keine fernwaerme
91743;Unterschwaningen;Bayern;keine fernwaerme
56412;Untershausen;Rheinland-Pfalz;fernwaerme
96253;Untersiemau;Bayern;keine fernwaerme
15910;Unterspreewald;Brandenburg;keine fernwaerme
89619;Unterstadion;Baden-Württemberg;keine fernwaerme
95369;Untersteinach;Bayern;keine fernwaerme
87647;Unterthingau;Bayern;keine fernwaerme
89597;Unterwachingen;Baden-Württemberg;keine fernwaerme
88379;Unterwaldhausen;Baden-Württemberg;keine fernwaerme
98634;Unterweid;Thüringen;fernwaerme
98744;Unterweißbach;Thüringen;keine fernwaerme
7333;Unterwellenborn;Thüringen;keine fernwaerme
83246;Unterwössen;Bayern;keine fernwaerme
87496;Untrasried;Bayern;keine fernwaerme
55483;Unzenberg;Rheinland-Pfalz;keine fernwaerme
23936;Upahl;Mecklenburg-Vorpommern;fernwaerme
26529;Upgant-Schott;Niedersachsen;keine fernwaerme
25923;Uphusum;Schleswig-Holstein;keine fernwaerme
26670;Uplengen;Niedersachsen;keine fernwaerme
54673;Uppershausen;Rheinland-Pfalz;keine fernwaerme
73655;Urbach;Baden-Württemberg;keine fernwaerme
73660;Urbach;Baden-Württemberg;fernwaerme
56317;Urbach;Rheinland-Pfalz;keine fernwaerme
99765;Urbach;Thüringen;keine fernwaerme
56182;Urbar;Rheinland-Pfalz;keine fernwaerme
55430;Urbar;Rheinland-Pfalz;keine fernwaerme
99955;Urleben;Thüringen;fernwaerme
56761;Urmersbach;Rheinland-Pfalz;keine fernwaerme
56220;Urmitz;Rheinland-Pfalz;keine fernwaerme
36457;Urnshausen;Thüringen;keine fernwaerme
86513;Ursberg;Bayern;fernwaerme
56825;Urschmitt;Rheinland-Pfalz;keine fernwaerme
92289;Ursensollen;Bayern;fernwaerme
97857;Urspringen;Bayern;keine fernwaerme
54539;Ürzig;Rheinland-Pfalz;keine fernwaerme
54655;Usch;Rheinland-Pfalz;keine fernwaerme
17406;Usedom;Mecklenburg-Vorpommern;keine fernwaerme
17237;Userin;Mecklenburg-Vorpommern;keine fernwaerme
61250;Usingen;Hessen;keine fernwaerme
37170;Uslar;Niedersachsen;fernwaerme
86514;Ustersbach;Bayern;keine fernwaerme
26556;Utarp;Niedersachsen;keine fernwaerme
19217;Utecht;Mecklenburg-Vorpommern;keine fernwaerme
98617;Utendorf;Thüringen;fernwaerme
25938;Utersum;Schleswig-Holstein;fernwaerme
54675;Utscheid;Rheinland-Pfalz;keine fernwaerme
91080;Uttenreuth;Bayern;keine fernwaerme
88524;Uttenweiler;Baden-Württemberg;keine fernwaerme
54619;Üttfeld;Rheinland-Pfalz;keine fernwaerme
86919;Utting am Ammersee;Bayern;keine fernwaerme
17111;Utzedel;Mecklenburg-Vorpommern;keine fernwaerme
79694;Utzenfeld;Baden-Württemberg;keine fernwaerme
56291;Utzenhain;Rheinland-Pfalz;keine fernwaerme
54552;Utzerath;Rheinland-Pfalz;keine fernwaerme
54579;Üxheim;Rheinland-Pfalz;keine fernwaerme
25572;Vaale;Schleswig-Holstein;keine fernwaerme
25594;Vaale;Schleswig-Holstein;keine fernwaerme
25594;Vaalermoor;Schleswig-Holstein;keine fernwaerme
36404;Vacha;Thüringen;fernwaerme
98617;Vachdorf;Thüringen;fernwaerme
83377;Vachendorf;Bayern;keine fernwaerme
38170;Vahlberg;Niedersachsen;keine fernwaerme
37647;Vahlbruch;Niedersachsen;keine fernwaerme
27389;Vahlde;Niedersachsen;keine fernwaerme
71665;Vaihingen an der Enz;Baden-Württemberg;fernwaerme
56179;Vallendar;Rheinland-Pfalz;keine fernwaerme
83626;Valley;Bayern;fernwaerme
56812;Valwig;Rheinland-Pfalz;keine fernwaerme
17192;Varchentin;Mecklenburg-Vorpommern;fernwaerme
26316;Varel;Niedersachsen;keine fernwaerme
27259;Varrel;Niedersachsen;keine fernwaerme
21397;Vastorf;Niedersachsen;keine fernwaerme
85591;Vaterstetten;Bayern;fernwaerme
85598;Vaterstetten;Bayern;fernwaerme
85599;Vaterstetten;Bayern;keine fernwaerme
85622;Vaterstetten;Bayern;fernwaerme
85646;Vaterstetten;Bayern;keine fernwaerme
38159;Vechelde;Niedersachsen;keine fernwaerme
49377;Vechta;Niedersachsen;keine fernwaerme
19205;Veelböken;Mecklenburg-Vorpommern;fernwaerme
98669;Veilsdorf;Thüringen;keine fernwaerme
90587;Veitsbronn;Bayern;keine fernwaerme
97209;Veitshöchheim;Bayern;fernwaerme
55758;Veitsrodt;Rheinland-Pfalz;keine fernwaerme
42549;Velbert;Nordrhein-Westfalen;keine fernwaerme
42551;Velbert;Nordrhein-Westfalen;fernwaerme
42553;Velbert;Nordrhein-Westfalen;keine fernwaerme
42555;Velbert;Nordrhein-Westfalen;fernwaerme
92355;Velburg;Bayern;keine fernwaerme
84149;Velden;Bayern;keine fernwaerme
91235;Velden;Bayern;keine fernwaerme
54472;Veldenz;Rheinland-Pfalz;keine fernwaerme
46342;Velen;Nordrhein-Westfalen;keine fernwaerme
18469;Velgast;Mecklenburg-Vorpommern;keine fernwaerme
19260;Vellahn;Mecklenburg-Vorpommern;keine fernwaerme
74541;Vellberg;Baden-Württemberg;keine fernwaerme
34246;Vellmar;Hessen;fernwaerme
38458;Velpke;Niedersachsen;keine fernwaerme
16727;Velten;Brandenburg;fernwaerme
38173;Veltheim;Niedersachsen;fernwaerme
55578;Vendersheim;Rheinland-Pfalz;keine fernwaerme
67482;Venningen;Rheinland-Pfalz;keine fernwaerme
19417;Ventschow;Mecklenburg-Vorpommern;keine fernwaerme
17111;Verchen;Mecklenburg-Vorpommern;keine fernwaerme
27283;Verden (Aller);Niedersachsen;fernwaerme
72519;Veringenstadt;Baden-Württemberg;keine fernwaerme
33415;Verl;Nordrhein-Westfalen;fernwaerme
33775;Versmold;Nordrhein-Westfalen;keine fernwaerme
91487;Vestenbergsgreuth;Bayern;keine fernwaerme
3226;Vetschau/Spreewald;Brandenburg;fernwaerme
53560;Vettelschoß;Rheinland-Pfalz;keine fernwaerme
52391;Vettweiß;Nordrhein-Westfalen;keine fernwaerme
94234;Viechtach;Bayern;fernwaerme
19303;Vielank;Mecklenburg-Vorpommern;fernwaerme
56244;Vielbach;Rheinland-Pfalz;keine fernwaerme
16835;Vielitzsee;Brandenburg;fernwaerme
27419;Vierden;Niedersachsen;fernwaerme
17309;Viereck;Mecklenburg-Vorpommern;fernwaerme
96191;Viereth-Trunstadt;Bayern;keine fernwaerme
54314;Vierherrenborn;Rheinland-Pfalz;keine fernwaerme
21444;Vierhöfen;Niedersachsen;keine fernwaerme
85256;Vierkirchen;Bayern;keine fernwaerme
2894;Vierkirchen;Sachsen;keine fernwaerme
15306;Vierlinden;Brandenburg;fernwaerme
98547;Viernau;Thüringen;keine fernwaerme
68519;Viernheim;Hessen;fernwaerme
41747;Viersen;Nordrhein-Westfalen;fernwaerme
41748;Viersen;Nordrhein-Westfalen;fernwaerme
41749;Viersen;Nordrhein-Westfalen;keine fernwaerme
41751;Viersen;Nordrhein-Westfalen;keine fernwaerme
86946;Vilgertshofen;Bayern;keine fernwaerme
86637;Villenbach;Bayern;fernwaerme
78667;Villingendorf;Baden-Württemberg;keine fernwaerme
78048;Villingen-Schwenningen;Baden-Württemberg;fernwaerme
78050;Villingen-Schwenningen;Baden-Württemberg;fernwaerme
78052;Villingen-Schwenningen;Baden-Württemberg;keine fernwaerme
78054;Villingen-Schwenningen;Baden-Württemberg;keine fernwaerme
78056;Villingen-Schwenningen;Baden-Württemberg;fernwaerme
65606;Villmar;Hessen;keine fernwaerme
84137;Vilsbiburg;Bayern;keine fernwaerme
92249;Vilseck;Bayern;keine fernwaerme
84186;Vilsheim;Bayern;keine fernwaerme
94474;Vilshofen an der Donau;Bayern;fernwaerme
66957;Vinningen;Rheinland-Pfalz;keine fernwaerme
25884;Viöl;Schleswig-Holstein;keine fernwaerme
99439;Vippachedelhausen;Thüringen;keine fernwaerme
17209;Vipperow;Mecklenburg-Vorpommern;keine fernwaerme
56729;Virneburg;Rheinland-Pfalz;keine fernwaerme
49429;Visbek;Niedersachsen;keine fernwaerme
27374;Visselhövede;Niedersachsen;fernwaerme
32602;Vlotho;Nordrhein-Westfalen;keine fernwaerme
46562;Voerde (Niederrhein);Nordrhein-Westfalen;fernwaerme
15890;Vogelsang;Brandenburg;fernwaerme
17375;Vogelsang-Warsin;Mecklenburg-Vorpommern;keine fernwaerme
99610;Vogelsberg;Thüringen;fernwaerme
21360;Vögelsen;Niedersachsen;keine fernwaerme
88267;Vogt;Baden-Württemberg;keine fernwaerme
83569;Vogtareuth;Bayern;keine fernwaerme
99986;Vogtei;Thüringen;keine fernwaerme
79235;Vogtsburg im Kaiserstuhl;Baden-Württemberg;keine fernwaerme
85088;Vohburg a.d.Donau;Bayern;keine fernwaerme
92648;Vohenstrauß;Bayern;keine fernwaerme
34516;Vöhl;Hessen;keine fernwaerme
78147;Vöhrenbach;Baden-Württemberg;keine fernwaerme
89269;Vöhringen;Bayern;keine fernwaerme
72189;Vöhringen;Baden-Württemberg;keine fernwaerme
17349;Voigtsdorf;Mecklenburg-Vorpommern;keine fernwaerme
6556;Voigtstedt;Thüringen;keine fernwaerme
97332;Volkach;Bayern;keine fernwaerme
84106;Volkenschwand;Bayern;keine fernwaerme
37308;Volkerode;Thüringen;fernwaerme
76857;Völkersweiler;Rheinland-Pfalz;keine fernwaerme
78269;Volkertshausen;Baden-Württemberg;keine fernwaerme
57612;Volkerzen;Rheinland-Pfalz;keine fernwaerme
56745;Volkesfeld;Rheinland-Pfalz;keine fernwaerme
66333;Völklingen;Saarland;fernwaerme
7924;Volkmannsdorf;Thüringen;keine fernwaerme
34471;Volkmarsen;Hessen;keine fernwaerme
27729;Vollersode;Niedersachsen;keine fernwaerme
99438;Vollersroda;Thüringen;fernwaerme
25836;Vollerwiek;Schleswig-Holstein;keine fernwaerme
55758;Vollmersbach;Rheinland-Pfalz;keine fernwaerme
4626;Vollmershain;Thüringen;fernwaerme
76744;Vollmersweiler;Rheinland-Pfalz;fernwaerme
17194;Vollrathsruhe;Mecklenburg-Vorpommern;keine fernwaerme
25821;Vollstedt;Schleswig-Holstein;fernwaerme
39393;Völpke;Sachsen-Anhalt;keine fernwaerme
17129;Völschow;Mecklenburg-Vorpommern;fernwaerme
25693;Volsemenhusen;Schleswig-Holstein;fernwaerme
49599;Voltlage;Niedersachsen;keine fernwaerme
55546;Volxheim;Rheinland-Pfalz;keine fernwaerme
95519;Vorbach;Bayern;keine fernwaerme
18258;Vorbeck;Mecklenburg-Vorpommern;keine fernwaerme
76889;Vorderweidenthal;Rheinland-Pfalz;fernwaerme
38533;Vordorf;Niedersachsen;keine fernwaerme
91247;Vorra;Bayern;keine fernwaerme
79279;Vörstetten;Baden-Württemberg;keine fernwaerme
27412;Vorwerk;Niedersachsen;keine fernwaerme
48691;Vreden;Nordrhein-Westfalen;keine fernwaerme
49757;Vrees;Niedersachsen;keine fernwaerme
24369;Waabs;Schleswig-Holstein;keine fernwaerme
37136;Waake;Niedersachsen;keine fernwaerme
83666;Waakirchen;Bayern;keine fernwaerme
86875;Waal;Bayern;keine fernwaerme
34590;Wabern;Hessen;keine fernwaerme
1454;Wachau;Sachsen;fernwaerme
67591;Wachenheim;Rheinland-Pfalz;keine fernwaerme
67157;Wachenheim an der Weinstraße;Rheinland-Pfalz;keine fernwaerme
96193;Wachenroth;Bayern;keine fernwaerme
37359;Wachstedt;Thüringen;keine fernwaerme
53343;Wachtberg;Nordrhein-Westfalen;keine fernwaerme
47669;Wachtendonk;Nordrhein-Westfalen;keine fernwaerme
63607;Wächtersbach;Hessen;fernwaerme
25596;Wacken;Schleswig-Holstein;keine fernwaerme
55263;Wackernheim;Rheinland-Pfalz;keine fernwaerme
17498;Wackerow;Mecklenburg-Vorpommern;fernwaerme
83646;Wackersberg;Bayern;fernwaerme
92442;Wackersdorf;Bayern;keine fernwaerme
29496;Waddeweitz;Niedersachsen;keine fernwaerme
66687;Wadern;Saarland;fernwaerme
59329;Wadersloh;Nordrhein-Westfalen;keine fernwaerme
66787;Wadgassen;Saarland;fernwaerme
93494;Waffenbrunn;Bayern;keine fernwaerme
49419;Wagenfeld;Niedersachsen;keine fernwaerme
56826;Wagenhausen;Rheinland-Pfalz;keine fernwaerme
38559;Wagenhoff;Niedersachsen;keine fernwaerme
24392;Wagersrott;Schleswig-Holstein;keine fernwaerme
68753;Waghäusel;Baden-Württemberg;fernwaerme
83329;Waging am See;Bayern;fernwaerme
55494;Wahlbach;Rheinland-Pfalz;fernwaerme
55491;Wahlenau;Rheinland-Pfalz;keine fernwaerme
37318;Wahlhausen;Thüringen;keine fernwaerme
55234;Wahlheim;Rheinland-Pfalz;keine fernwaerme
57614;Wahlrod;Rheinland-Pfalz;keine fernwaerme
37194;Wahlsburg;Hessen;keine fernwaerme
23812;Wahlstedt;Schleswig-Holstein;fernwaerme
24211;Wahlstorf;Schleswig-Holstein;keine fernwaerme
98634;Wahns;Thüringen;fernwaerme
66909;Wahnwegen;Rheinland-Pfalz;keine fernwaerme
29399;Wahrenholz;Niedersachsen;keine fernwaerme
71332;Waiblingen;Baden-Württemberg;fernwaerme
71334;Waiblingen;Baden-Württemberg;fernwaerme
71336;Waiblingen;Baden-Württemberg;keine fernwaerme
74915;Waibstadt;Baden-Württemberg;keine fernwaerme
92726;Waidhaus;Bayern;keine fernwaerme
86579;Waidhofen;Bayern;keine fernwaerme
56477;Waigandshain;Rheinland-Pfalz;keine fernwaerme
97534;Waigolshausen;Bayern;keine fernwaerme
88489;Wain;Baden-Württemberg;keine fernwaerme
89165;Wain;Baden-Württemberg;keine fernwaerme
91344;Waischenfeld;Bayern;keine fernwaerme
23845;Wakendorf I;Schleswig-Holstein;fernwaerme
24558;Wakendorf II;Schleswig-Holstein;fernwaerme
26907;Walchum;Niedersachsen;keine fernwaerme
87616;Wald;Bayern;fernwaerme
93192;Wald;Bayern;keine fernwaerme
88639;Wald;Baden-Württemberg;keine fernwaerme
72178;Waldachtal;Baden-Württemberg;keine fernwaerme
55425;Waldalgesheim;Rheinland-Pfalz;keine fernwaerme
63857;Waldaschaff;Bayern;keine fernwaerme
55596;Waldböckelheim;Rheinland-Pfalz;keine fernwaerme
56588;Waldbreitbach;Rheinland-Pfalz;keine fernwaerme
51545;Waldbröl;Nordrhein-Westfalen;fernwaerme
76337;Waldbronn;Baden-Württemberg;keine fernwaerme
97295;Waldbrunn;Bayern;keine fernwaerme
65620;Waldbrunn;Hessen;keine fernwaerme
69429;Waldbrunn;Baden-Württemberg;fernwaerme
88289;Waldburg;Baden-Württemberg;keine fernwaerme
97297;Waldbüttelbrunn;Bayern;keine fernwaerme
72141;Walddorfhäslach;Baden-Württemberg;keine fernwaerme
34513;Waldeck;Hessen;keine fernwaerme
7646;Waldeck;Thüringen;fernwaerme
65529;Waldems;Hessen;keine fernwaerme
71111;Waldenbuch;Baden-Württemberg;keine fernwaerme
74638;Waldenburg;Baden-Württemberg;keine fernwaerme
8396;Waldenburg;Sachsen;fernwaerme
93194;Walderbach;Bayern;keine fernwaerme
95679;Waldershof;Bayern;keine fernwaerme
56323;Waldesch;Rheinland-Pfalz;keine fernwaerme
52525;Waldfeucht;Nordrhein-Westfalen;fernwaerme
67714;Waldfischbach-Burgalben;Rheinland-Pfalz;keine fernwaerme
67822;Waldgrehweiler;Rheinland-Pfalz;keine fernwaerme
76857;Waldhambach;Rheinland-Pfalz;keine fernwaerme
4736;Waldheim;Sachsen;keine fernwaerme
54673;Waldhof-Falkenstein;Rheinland-Pfalz;keine fernwaerme
2906;Waldhufen;Sachsen;fernwaerme
37284;Waldkappel;Hessen;keine fernwaerme
79183;Waldkirch;Baden-Württemberg;fernwaerme
94065;Waldkirchen;Bayern;keine fernwaerme
84478;Waldkraiburg;Bayern;fernwaerme
55444;Waldlaubersheim;Rheinland-Pfalz;keine fernwaerme
67693;Waldleiningen;Rheinland-Pfalz;keine fernwaerme
69483;Wald-Michelbach;Hessen;keine fernwaerme
66914;Waldmohr;Rheinland-Pfalz;keine fernwaerme
56479;Waldmühlen;Rheinland-Pfalz;keine fernwaerme
93449;Waldmünchen;Bayern;keine fernwaerme
53498;Waldorf;Rheinland-Pfalz;keine fernwaerme
54320;Waldrach;Rheinland-Pfalz;keine fernwaerme
76857;Waldrohrbach;Rheinland-Pfalz;keine fernwaerme
95652;Waldsassen;Bayern;keine fernwaerme
67165;Waldsee;Rheinland-Pfalz;keine fernwaerme
79761;Waldshut-Tiengen;Baden-Württemberg;fernwaerme
15377;Waldsieversdorf;Brandenburg;fernwaerme
35647;Waldsolms;Hessen;keine fernwaerme
89367;Waldstetten;Bayern;keine fernwaerme
73550;Waldstetten;Baden-Württemberg;keine fernwaerme
92727;Waldthurn;Bayern;keine fernwaerme
54429;Waldweiler;Rheinland-Pfalz;keine fernwaerme
56865;Walhausen;Rheinland-Pfalz;keine fernwaerme
74399;Walheim;Baden-Württemberg;keine fernwaerme
17179;Walkendorf;Mecklenburg-Vorpommern;fernwaerme
37445;Walkenried;Niedersachsen;keine fernwaerme
86877;Walkertshofen;Bayern;keine fernwaerme
23896;Walksfelde;Schleswig-Holstein;fernwaerme
98639;Wallbach;Thüringen;keine fernwaerme
69190;Walldorf;Baden-Württemberg;keine fernwaerme
98639;Walldorf;Thüringen;keine fernwaerme
63928;Walldürn;Baden-Württemberg;keine fernwaerme
74731;Walldürn;Baden-Württemberg;keine fernwaerme
25788;Wallen;Schleswig-Holstein;keine fernwaerme
54570;Wallenborn;Rheinland-Pfalz;keine fernwaerme
54675;Wallendorf;Rheinland-Pfalz;keine fernwaerme
96346;Wallenfels;Bayern;keine fernwaerme
49134;Wallenhorst;Niedersachsen;keine fernwaerme
66798;Wallerfangen;Saarland;keine fernwaerme
94574;Wallerfing;Bayern;keine fernwaerme
94522;Wallersdorf;Bayern;fernwaerme
54597;Wallersheim;Rheinland-Pfalz;keine fernwaerme
86757;Wallerstein;Bayern;keine fernwaerme
55578;Wallertheim;Rheinland-Pfalz;keine fernwaerme
82499;Wallgau;Bayern;keine fernwaerme
66917;Wallhalben;Rheinland-Pfalz;keine fernwaerme
74599;Wallhausen;Baden-Württemberg;keine fernwaerme
55595;Wallhausen;Rheinland-Pfalz;fernwaerme
6528;Wallhausen;Sachsen-Anhalt;fernwaerme
57584;Wallmenroth;Rheinland-Pfalz;keine fernwaerme
56414;Wallmerod;Rheinland-Pfalz;keine fernwaerme
38729;Wallmoden;Niedersachsen;keine fernwaerme
24980;Wallsbüll;Schleswig-Holstein;keine fernwaerme
54531;Wallscheid;Rheinland-Pfalz;keine fernwaerme
29413;Wallstawe;Sachsen-Anhalt;keine fernwaerme
65396;Walluf;Hessen;keine fernwaerme
17209;Walow;Mecklenburg-Vorpommern;keine fernwaerme
7613;Walpernhain;Thüringen;fernwaerme
85469;Walpertskirchen;Bayern;keine fernwaerme
99189;Walschleben;Thüringen;fernwaerme
54578;Walsdorf;Rheinland-Pfalz;keine fernwaerme
96194;Walsdorf;Bayern;keine fernwaerme
66484;Walshausen;Rheinland-Pfalz;keine fernwaerme
76833;Walsheim;Rheinland-Pfalz;keine fernwaerme
16818;Walsleben;Brandenburg;fernwaerme
29664;Walsrode;Niedersachsen;fernwaerme
29693;Walsrode;Niedersachsen;keine fernwaerme
86480;Waltenhausen;Bayern;keine fernwaerme
87448;Waltenhofen;Bayern;fernwaerme
57632;Walterschen;Rheinland-Pfalz;keine fernwaerme
7646;Waltersdorf;Thüringen;fernwaerme
99880;Waltershausen;Thüringen;fernwaerme
85137;Walting;Bayern;keine fernwaerme
45731;Waltrop;Nordrhein-Westfalen;fernwaerme
75045;Walzbachtal;Baden-Württemberg;keine fernwaerme
24997;Wanderup;Schleswig-Holstein;keine fernwaerme
16348;Wandlitz;Brandenburg;fernwaerme
37281;Wanfried;Hessen;keine fernwaerme
85368;Wang;Bayern;keine fernwaerme
21483;Wangelau;Schleswig-Holstein;keine fernwaerme
37627;Wangelnstedt;Niedersachsen;keine fernwaerme
23758;Wangels;Schleswig-Holstein;fernwaerme
73117;Wangen;Baden-Württemberg;keine fernwaerme
99869;Wangenheim;Thüringen;fernwaerme
88239;Wangen im Allgäu;Baden-Württemberg;fernwaerme
26434;Wangerland;Niedersachsen;keine fernwaerme
26486;Wangerooge;Niedersachsen;keine fernwaerme
24601;Wankendorf;Schleswig-Holstein;keine fernwaerme
21776;Wanna;Niedersachsen;keine fernwaerme
72827;Wannweil;Baden-Württemberg;keine fernwaerme
39164;Wanzleben-Börde;Sachsen-Anhalt;fernwaerme
24594;Wapelfeld;Schleswig-Holstein;fernwaerme
38378;Warberg;Niedersachsen;keine fernwaerme
34414;Warburg;Nordrhein-Westfalen;keine fernwaerme
26203;Wardenburg;Niedersachsen;keine fernwaerme
24646;Warder;Schleswig-Holstein;keine fernwaerme
18299;Wardow;Mecklenburg-Vorpommern;fernwaerme
48231;Warendorf;Nordrhein-Westfalen;keine fernwaerme
17192;Waren (Müritz);Mecklenburg-Vorpommern;fernwaerme
19417;Warin;Mecklenburg-Vorpommern;keine fernwaerme
19230;Warlitz;Mecklenburg-Vorpommern;fernwaerme
19288;Warlow;Mecklenburg-Vorpommern;fernwaerme
95485;Warmensteinach;Bayern;keine fernwaerme
31606;Warmsen;Niedersachsen;keine fernwaerme
55442;Warmsroth;Rheinland-Pfalz;keine fernwaerme
24250;Warnau;Schleswig-Holstein;keine fernwaerme
83627;Warngau;Bayern;keine fernwaerme
17168;Warnkenhagen;Mecklenburg-Vorpommern;fernwaerme
23936;Warnow;Mecklenburg-Vorpommern;fernwaerme
23948;Warnow;Mecklenburg-Vorpommern;keine fernwaerme
18249;Warnow;Mecklenburg-Vorpommern;keine fernwaerme
27333;Warpe;Niedersachsen;keine fernwaerme
17111;Warrenzin;Mecklenburg-Vorpommern;keine fernwaerme
25560;Warringholz;Schleswig-Holstein;keine fernwaerme
19075;Warsow;Mecklenburg-Vorpommern;keine fernwaerme
59581;Warstein;Nordrhein-Westfalen;keine fernwaerme
36367;Wartenberg;Hessen;keine fernwaerme
85456;Wartenberg;Bayern;keine fernwaerme
67681;Wartenberg-Rohrbach;Rheinland-Pfalz;keine fernwaerme
88447;Warthausen;Baden-Württemberg;keine fernwaerme
97797;Wartmannsroth;Bayern;keine fernwaerme
25761;Warwerort;Schleswig-Holstein;fernwaerme
99869;Warza;Thüringen;fernwaerme
24647;Wasbek;Schleswig-Holstein;keine fernwaerme
38553;Wasbüttel;Niedersachsen;keine fernwaerme
73116;Wäschenbeuren;Baden-Württemberg;keine fernwaerme
73547;Wäschenbeuren;Baden-Württemberg;fernwaerme
56370;Wasenbach;Rheinland-Pfalz;keine fernwaerme
56653;Wassenach;Rheinland-Pfalz;keine fernwaerme
41849;Wassenberg;Nordrhein-Westfalen;keine fernwaerme
83512;Wasserburg am Inn;Bayern;fernwaerme
88142;Wasserburg (Bodensee);Bayern;keine fernwaerme
54332;Wasserliesch;Rheinland-Pfalz;keine fernwaerme
97535;Wasserlosen;Bayern;keine fernwaerme
99718;Wasserthaleben;Thüringen;keine fernwaerme
91717;Wassertrüdingen;Bayern;keine fernwaerme
98634;Wasungen;Thüringen;fernwaerme
29339;Wathlingen;Niedersachsen;keine fernwaerme
24582;Wattenbek;Schleswig-Holstein;fernwaerme
96196;Wattendorf;Bayern;keine fernwaerme
67319;Wattenheim;Rheinland-Pfalz;keine fernwaerme
54595;Watzerath;Rheinland-Pfalz;keine fernwaerme
54612;Wawern;Rheinland-Pfalz;keine fernwaerme
