plz;ort;bundesland;FW ja/nein?
54441;Wawern;Rheinland-Pfalz;keine fernwaerme
54649;Waxweiler;Rheinland-Pfalz;keine fernwaerme
99947;Weberstedt;Thüringen;fernwaerme
86759;Wechingen;Bayern;keine fernwaerme
9306;Wechselburg;Sachsen;fernwaerme
24576;Weddelbrook;Schleswig-Holstein;fernwaerme
25795;Weddingstedt;Schleswig-Holstein;keine fernwaerme
22880;Wedel;Schleswig-Holstein;fernwaerme
30900;Wedemark;Niedersachsen;keine fernwaerme
19217;Wedendorfersee;Mecklenburg-Vorpommern;keine fernwaerme
23795;Weede;Schleswig-Holstein;fernwaerme
26826;Weener;Niedersachsen;keine fernwaerme
24999;Wees;Schleswig-Holstein;keine fernwaerme
24994;Weesby;Schleswig-Holstein;keine fernwaerme
47652;Weeze;Nordrhein-Westfalen;fernwaerme
39365;Wefensleben;Sachsen-Anhalt;fernwaerme
41844;Wegberg;Nordrhein-Westfalen;keine fernwaerme
38828;Wegeleben;Sachsen-Anhalt;keine fernwaerme
94110;Wegscheid;Bayern;keine fernwaerme
78564;Wehingen;Baden-Württemberg;keine fernwaerme
1829;Wehlen;Sachsen;keine fernwaerme
37339;Wehnde;Thüringen;fernwaerme
56653;Wehr;Rheinland-Pfalz;keine fernwaerme
79664;Wehr;Baden-Württemberg;keine fernwaerme
27259;Wehrbleck;Niedersachsen;keine fernwaerme
49453;Wehrbleck;Niedersachsen;keine fernwaerme
37287;Wehretal;Hessen;keine fernwaerme
61273;Wehrheim;Hessen;keine fernwaerme
86517;Wehringen;Bayern;keine fernwaerme
56745;Weibern;Rheinland-Pfalz;keine fernwaerme
63879;Weibersbrunn;Bayern;keine fernwaerme
86706;Weichering;Bayern;keine fernwaerme
85258;Weichs;Bayern;keine fernwaerme
7570;Weida;Thüringen;keine fernwaerme
55758;Weiden;Rheinland-Pfalz;keine fernwaerme
91746;Weidenbach;Bayern;keine fernwaerme
56355;Weidenbach;Rheinland-Pfalz;keine fernwaerme
54570;Weidenbach;Rheinland-Pfalz;keine fernwaerme
95466;Weidenberg;Bayern;keine fernwaerme
56244;Weidenhahn;Rheinland-Pfalz;keine fernwaerme
92637;Weiden in der Oberpfalz;Bayern;fernwaerme
89197;Weidenstetten;Baden-Württemberg;keine fernwaerme
67475;Weidenthal;Rheinland-Pfalz;keine fernwaerme
96279;Weidhausen b.Coburg;Bayern;keine fernwaerme
93495;Weiding;Bayern;keine fernwaerme
92557;Weiding;Bayern;keine fernwaerme
54636;Weidingen;Rheinland-Pfalz;fernwaerme
91249;Weigendorf;Bayern;keine fernwaerme
97215;Weigenheim;Bayern;keine fernwaerme
91629;Weihenzell;Bayern;keine fernwaerme
92700;Weiherhammer;Bayern;keine fernwaerme
92729;Weiherhammer;Bayern;keine fernwaerme
84107;Weihmichl;Bayern;keine fernwaerme
97990;Weikersheim;Baden-Württemberg;keine fernwaerme
86947;Weil;Bayern;keine fernwaerme
79576;Weil am Rhein;Baden-Württemberg;fernwaerme
36457;Weilar;Thüringen;keine fernwaerme
63937;Weilbach;Bayern;keine fernwaerme
35781;Weilburg;Hessen;keine fernwaerme
71263;Weil der Stadt;Baden-Württemberg;keine fernwaerme
72367;Weilen unter den Rinnen;Baden-Württemberg;keine fernwaerme
56729;Weiler;Rheinland-Pfalz;keine fernwaerme
56825;Weiler;Rheinland-Pfalz;keine fernwaerme
67685;Weilerbach;Rheinland-Pfalz;keine fernwaerme
55413;Weiler bei Bingen;Rheinland-Pfalz;keine fernwaerme
55627;Weiler bei Monzingen;Rheinland-Pfalz;keine fernwaerme
91365;Weilersbach;Bayern;keine fernwaerme
88171;Weiler-Simmerberg;Bayern;keine fernwaerme
53919;Weilerswist;Nordrhein-Westfalen;keine fernwaerme
79809;Weilheim;Baden-Württemberg;keine fernwaerme
73235;Weilheim an der Teck;Baden-Württemberg;keine fernwaerme
82362;Weilheim in Oberbayern;Bayern;keine fernwaerme
71093;Weil im Schönbuch;Baden-Württemberg;keine fernwaerme
35789;Weilmünster;Hessen;keine fernwaerme
61276;Weilrod;Hessen;keine fernwaerme
91744;Weiltingen;Bayern;keine fernwaerme
99423;Weimar;Thüringen;fernwaerme
99425;Weimar;Thüringen;keine fernwaerme
99427;Weimar;Thüringen;fernwaerme
99428;Weimar;Thüringen;fernwaerme
35096;Weimar (Lahn);Hessen;keine fernwaerme
56379;Weinähr;Rheinland-Pfalz;keine fernwaerme
35796;Weinbach;Hessen;keine fernwaerme
99998;Weinbergen;Thüringen;fernwaerme
1689;Weinböhla;Sachsen;fernwaerme
76356;Weingarten;Baden-Württemberg;keine fernwaerme
88250;Weingarten;Baden-Württemberg;fernwaerme
67366;Weingarten (Pfalz);Rheinland-Pfalz;keine fernwaerme
69469;Weinheim;Baden-Württemberg;fernwaerme
55278;Weinolsheim;Rheinland-Pfalz;keine fernwaerme
74189;Weinsberg;Baden-Württemberg;keine fernwaerme
54595;Weinsheim;Rheinland-Pfalz;keine fernwaerme
55595;Weinsheim;Rheinland-Pfalz;fernwaerme
71384;Weinstadt;Baden-Württemberg;keine fernwaerme
7806;Weira;Thüringen;fernwaerme
8538;Weischlitz;Sachsen;keine fernwaerme
56348;Weisel;Rheinland-Pfalz;keine fernwaerme
19322;Weisen;Brandenburg;fernwaerme
76599;Weisenbach;Baden-Württemberg;keine fernwaerme
91085;Weisendorf;Bayern;keine fernwaerme
67273;Weisenheim am Berg;Rheinland-Pfalz;keine fernwaerme
67256;Weisenheim am Sand;Rheinland-Pfalz;keine fernwaerme
66709;Weiskirchen;Saarland;fernwaerme
96260;Weismain;Bayern;keine fernwaerme
71287;Weissach;Baden-Württemberg;keine fernwaerme
71554;Weissach im Tal;Baden-Württemberg;keine fernwaerme
74679;Weißbach;Baden-Württemberg;keine fernwaerme
7646;Weißbach;Thüringen;fernwaerme
95237;Weißdorf;Bayern;keine fernwaerme
2627;Weißenberg - Wóspork;Sachsen;keine fernwaerme
37299;Weißenborn;Hessen;keine fernwaerme
7639;Weißenborn;Thüringen;fernwaerme
9600;Weißenborn/Erzgebirge;Sachsen;keine fernwaerme
96369;Weißenbrunn;Bayern;keine fernwaerme
91781;Weißenburg i. Bay.;Bayern;keine fernwaerme
7950;Weißendorf;Thüringen;keine fernwaerme
6667;Weißenfels;Sachsen-Anhalt;fernwaerme
6688;Weißenfels;Sachsen-Anhalt;keine fernwaerme
89264;Weißenhorn;Bayern;keine fernwaerme
91367;Weißenohe;Bayern;keine fernwaerme
88138;Weißensberg;Bayern;keine fernwaerme
99631;Weißensee;Thüringen;keine fernwaerme
95163;Weißenstadt;Bayern;keine fernwaerme
56575;Weißenthurm;Rheinland-Pfalz;keine fernwaerme
2957;Weißkeißel - Wuskid?;Sachsen;keine fernwaerme
2943;Weißwasser/O.L. - B??a Woda;Sachsen;fernwaerme
79367;Weisweil;Baden-Württemberg;keine fernwaerme
57586;Weitefeld;Rheinland-Pfalz;fernwaerme
19412;Weitendorf;Mecklenburg-Vorpommern;fernwaerme
18461;Weitenhagen;Mecklenburg-Vorpommern;keine fernwaerme
17498;Weitenhagen;Mecklenburg-Vorpommern;fernwaerme
55624;Weitersbach;Rheinland-Pfalz;keine fernwaerme
55629;Weitersborn;Rheinland-Pfalz;keine fernwaerme
56191;Weitersburg;Rheinland-Pfalz;keine fernwaerme
64331;Weiterstadt;Hessen;fernwaerme
67808;Weitersweiler;Rheinland-Pfalz;keine fernwaerme
87480;Weitnau;Bayern;fernwaerme
96479;Weitramsdorf;Bayern;keine fernwaerme
53539;Welcherath;Rheinland-Pfalz;keine fernwaerme
66887;Welchweiler;Rheinland-Pfalz;keine fernwaerme
86465;Welden;Bayern;keine fernwaerme
55576;Welgesheim;Rheinland-Pfalz;keine fernwaerme
57644;Welkenbach;Rheinland-Pfalz;keine fernwaerme
21261;Welle;Niedersachsen;keine fernwaerme
54441;Wellen;Rheinland-Pfalz;keine fernwaerme
78669;Wellendingen;Baden-Württemberg;keine fernwaerme
91809;Wellheim;Bayern;keine fernwaerme
56753;Welling;Rheinland-Pfalz;keine fernwaerme
25782;Welmbüttel;Schleswig-Holstein;keine fernwaerme
54298;Welschbillig;Rheinland-Pfalz;keine fernwaerme
56729;Welschenbach;Rheinland-Pfalz;keine fernwaerme
56412;Welschneudorf;Rheinland-Pfalz;fernwaerme
25836;Welt;Schleswig-Holstein;keine fernwaerme
56357;Welterod;Rheinland-Pfalz;keine fernwaerme
56459;Weltersburg;Rheinland-Pfalz;keine fernwaerme
59514;Welver;Nordrhein-Westfalen;fernwaerme
73553;Welzheim;Baden-Württemberg;keine fernwaerme
73635;Welzheim;Baden-Württemberg;keine fernwaerme
73642;Welzheim;Baden-Württemberg;keine fernwaerme
73667;Welzheim;Baden-Württemberg;keine fernwaerme
3119;Welzow;Brandenburg;keine fernwaerme
79677;Wembach;Baden-Württemberg;keine fernwaerme
86650;Wemding;Bayern;keine fernwaerme
38176;Wendeburg;Niedersachsen;fernwaerme
55234;Wendelsheim;Rheinland-Pfalz;keine fernwaerme
90530;Wendelstein;Bayern;fernwaerme
57482;Wenden;Nordrhein-Westfalen;keine fernwaerme
18513;Wendisch Baggendorf;Mecklenburg-Vorpommern;keine fernwaerme
21403;Wendisch Evern;Niedersachsen;keine fernwaerme
15864;Wendisch Rietz;Brandenburg;keine fernwaerme
73240;Wendlingen am Neckar;Baden-Württemberg;keine fernwaerme
18442;Wendorf;Mecklenburg-Vorpommern;keine fernwaerme
24235;Wendtorf;Schleswig-Holstein;fernwaerme
84187;Weng;Bayern;keine fernwaerme
25767;Wennbüttel;Schleswig-Holstein;fernwaerme
30974;Wennigsen (Deister);Niedersachsen;fernwaerme
25996;Wenningstedt-Braderup (Sylt);Schleswig-Holstein;fernwaerme
23827;Wensin;Schleswig-Holstein;keine fernwaerme
23898;Wentorf;Schleswig-Holstein;fernwaerme
21465;Wentorf bei Hamburg;Schleswig-Holstein;fernwaerme
93173;Wenzenbach;Bayern;keine fernwaerme
21279;Wenzendorf;Niedersachsen;keine fernwaerme
14778;Wenzlow;Brandenburg;fernwaerme
97956;Werbach;Baden-Württemberg;keine fernwaerme
3096;Werben;Brandenburg;keine fernwaerme
39539;Werben (Elbe);Sachsen-Anhalt;fernwaerme
39615;Werben (Elbe);Sachsen-Anhalt;fernwaerme
8223;Werda;Sachsen;fernwaerme
8412;Werdau;Sachsen;fernwaerme
19386;Werder;Mecklenburg-Vorpommern;keine fernwaerme
17089;Werder;Mecklenburg-Vorpommern;keine fernwaerme
14542;Werder (Havel);Brandenburg;fernwaerme
58791;Werdohl;Nordrhein-Westfalen;fernwaerme
26427;Werdum;Niedersachsen;keine fernwaerme
57635;Werkhausen;Rheinland-Pfalz;keine fernwaerme
59457;Werl;Nordrhein-Westfalen;fernwaerme
49757;Werlte;Niedersachsen;keine fernwaerme
42929;Wermelskirchen;Nordrhein-Westfalen;keine fernwaerme
4779;Wermsdorf;Sachsen;keine fernwaerme
73249;Wernau (Neckar);Baden-Württemberg;keine fernwaerme
92533;Wernberg-Köblitz;Bayern;keine fernwaerme
7381;Wernburg;Thüringen;fernwaerme
59368;Werne;Nordrhein-Westfalen;keine fernwaerme
97440;Werneck;Bayern;fernwaerme
76857;Wernersberg;Rheinland-Pfalz;keine fernwaerme
16356;Werneuchen;Brandenburg;fernwaerme
38855;Wernigerode;Sachsen-Anhalt;fernwaerme
38875;Wernigerode;Sachsen-Anhalt;keine fernwaerme
38879;Wernigerode;Sachsen-Anhalt;keine fernwaerme
99634;Werningshausen;Thüringen;keine fernwaerme
56414;Weroth;Rheinland-Pfalz;keine fernwaerme
49751;Werpeloh;Niedersachsen;keine fernwaerme
53520;Wershofen;Rheinland-Pfalz;keine fernwaerme
87497;Wertach;Bayern;keine fernwaerme
97877;Wertheim;Baden-Württemberg;fernwaerme
33824;Werther;Nordrhein-Westfalen;fernwaerme
99735;Werther;Thüringen;keine fernwaerme
86637;Wertingen;Bayern;fernwaerme
46483;Wesel;Nordrhein-Westfalen;fernwaerme
46485;Wesel;Nordrhein-Westfalen;keine fernwaerme
46487;Wesel;Nordrhein-Westfalen;keine fernwaerme
66919;Weselberg;Rheinland-Pfalz;keine fernwaerme
23858;Wesenberg;Schleswig-Holstein;fernwaerme
17255;Wesenberg;Mecklenburg-Vorpommern;keine fernwaerme
29392;Wesendorf;Niedersachsen;fernwaerme
25764;Wesselburen;Schleswig-Holstein;keine fernwaerme
25764;Wesselburener Deichhausen;Schleswig-Holstein;keine fernwaerme
25764;Wesselburenerkoog;Schleswig-Holstein;keine fernwaerme
50389;Wesseling;Nordrhein-Westfalen;fernwaerme
25746;Wesseln;Schleswig-Holstein;fernwaerme
82234;Weßling;Bayern;keine fernwaerme
82405;Wessobrunn;Bayern;fernwaerme
29599;Weste;Niedersachsen;keine fernwaerme
86707;Westendorf;Bayern;keine fernwaerme
87679;Westendorf;Bayern;keine fernwaerme
24259;Westensee;Schleswig-Holstein;keine fernwaerme
23847;Westerau;Schleswig-Holstein;keine fernwaerme
25782;Westerborstel;Schleswig-Holstein;keine fernwaerme
56457;Westerburg;Rheinland-Pfalz;keine fernwaerme
25761;Westerdeichstrich;Schleswig-Holstein;fernwaerme
21394;Westergellersen;Niedersachsen;keine fernwaerme
87784;Westerheim;Bayern;keine fernwaerme
72589;Westerheim;Baden-Württemberg;keine fernwaerme
25881;Westerhever;Schleswig-Holstein;keine fernwaerme
26556;Westerholt;Niedersachsen;keine fernwaerme
24977;Westerholz;Schleswig-Holstein;keine fernwaerme
25364;Westerhorn;Schleswig-Holstein;keine fernwaerme
49492;Westerkappeln;Nordrhein-Westfalen;keine fernwaerme
25597;Westermoor;Schleswig-Holstein;keine fernwaerme
63825;Westerngrund;Bayern;keine fernwaerme
56479;Westernohe;Rheinland-Pfalz;keine fernwaerme
25885;Wester-Ohrstedt;Schleswig-Holstein;keine fernwaerme
23815;Westerrade;Schleswig-Holstein;keine fernwaerme
24784;Westerrönfeld;Schleswig-Holstein;keine fernwaerme
26655;Westerstede;Niedersachsen;keine fernwaerme
89198;Westerstetten;Baden-Württemberg;keine fernwaerme
27412;Westertimke;Niedersachsen;keine fernwaerme
27386;Westerwalsede;Niedersachsen;keine fernwaerme
99718;Westgreußen;Thüringen;keine fernwaerme
73463;Westhausen;Baden-Württemberg;keine fernwaerme
98663;Westhausen;Thüringen;keine fernwaerme
99869;Westhausen;Thüringen;fernwaerme
39343;Westheide;Sachsen-Anhalt;keine fernwaerme
39345;Westheide;Sachsen-Anhalt;keine fernwaerme
91747;Westheim;Bayern;keine fernwaerme
67368;Westheim;Rheinland-Pfalz;keine fernwaerme
67593;Westhofen;Rheinland-Pfalz;keine fernwaerme
26810;Westoverledingen;Niedersachsen;keine fernwaerme
25926;Westre;Schleswig-Holstein;keine fernwaerme
6618;Wethau;Sachsen-Anhalt;fernwaerme
49453;Wetschen;Niedersachsen;keine fernwaerme
35435;Wettenberg;Hessen;keine fernwaerme
35083;Wetter;Hessen;fernwaerme
58300;Wetter (Ruhr);Nordrhein-Westfalen;fernwaerme
6722;Wetterzeube;Sachsen-Anhalt;keine fernwaerme
6193;Wettin-Löbejün;Sachsen-Anhalt;keine fernwaerme
54646;Wettlingen;Rheinland-Pfalz;keine fernwaerme
48493;Wettringen;Nordrhein-Westfalen;keine fernwaerme
91631;Wettringen;Bayern;keine fernwaerme
49838;Wettrup;Niedersachsen;keine fernwaerme
85139;Wettstetten;Bayern;keine fernwaerme
35576;Wetzlar;Hessen;keine fernwaerme
35578;Wetzlar;Hessen;fernwaerme
35579;Wetzlar;Hessen;keine fernwaerme
35580;Wetzlar;Hessen;keine fernwaerme
35581;Wetzlar;Hessen;keine fernwaerme
35582;Wetzlar;Hessen;keine fernwaerme
35583;Wetzlar;Hessen;keine fernwaerme
35584;Wetzlar;Hessen;keine fernwaerme
35585;Wetzlar;Hessen;keine fernwaerme
35586;Wetzlar;Hessen;keine fernwaerme
25599;Wewelsfleth;Schleswig-Holstein;keine fernwaerme
83629;Weyarn;Bayern;keine fernwaerme
56357;Weyer;Rheinland-Pfalz;keine fernwaerme
57635;Weyerbusch;Rheinland-Pfalz;keine fernwaerme
38554;Weyhausen;Niedersachsen;keine fernwaerme
28844;Weyhe;Niedersachsen;fernwaerme
76835;Weyher in der Pfalz;Rheinland-Pfalz;keine fernwaerme
7774;Wichmar;Thüringen;fernwaerme
58739;Wickede (Ruhr);Nordrhein-Westfalen;fernwaerme
55758;Wickenrodt;Rheinland-Pfalz;keine fernwaerme
74259;Widdern;Baden-Württemberg;keine fernwaerme
56291;Wiebelsheim;Rheinland-Pfalz;keine fernwaerme
18375;Wieck a. Darß;Mecklenburg-Vorpommern;keine fernwaerme
57629;Wied;Rheinland-Pfalz;keine fernwaerme
4509;Wiedemar;Sachsen;fernwaerme
79695;Wieden;Baden-Württemberg;keine fernwaerme
24613;Wiedenborstel;Schleswig-Holstein;fernwaerme
31719;Wiedensahl;Niedersachsen;keine fernwaerme
86879;Wiedergeltingen;Bayern;fernwaerme
26215;Wiefelstede;Niedersachsen;keine fernwaerme
99510;Wiegendorf;Thüringen;fernwaerme
6571;Wiehe;Thüringen;fernwaerme
51674;Wiehl;Nordrhein-Westfalen;keine fernwaerme
18556;Wiek;Mecklenburg-Vorpommern;fernwaerme
49847;Wielen;Niedersachsen;keine fernwaerme
82407;Wielenbach;Bayern;keine fernwaerme
24649;Wiemersdorf;Schleswig-Holstein;keine fernwaerme
25779;Wiemerstedt;Schleswig-Holstein;keine fernwaerme
18258;Wiendorf;Mecklenburg-Vorpommern;keine fernwaerme
29342;Wienhausen;Niedersachsen;keine fernwaerme
75446;Wiernsheim;Baden-Württemberg;keine fernwaerme
56294;Wierschem;Rheinland-Pfalz;keine fernwaerme
54636;Wiersdorf;Rheinland-Pfalz;fernwaerme
21502;Wiershop;Schleswig-Holstein;fernwaerme
95676;Wiesau;Bayern;keine fernwaerme
66894;Wiesbach;Rheinland-Pfalz;keine fernwaerme
55246;Wiesbaden;Hessen;keine fernwaerme
55252;Wiesbaden;Hessen;keine fernwaerme
65183;Wiesbaden;Hessen;fernwaerme
65185;Wiesbaden;Hessen;fernwaerme
65187;Wiesbaden;Hessen;fernwaerme
65189;Wiesbaden;Hessen;fernwaerme
65191;Wiesbaden;Hessen;keine fernwaerme
65193;Wiesbaden;Hessen;fernwaerme
65195;Wiesbaden;Hessen;fernwaerme
65197;Wiesbaden;Hessen;fernwaerme
65199;Wiesbaden;Hessen;fernwaerme
65201;Wiesbaden;Hessen;fernwaerme
65203;Wiesbaden;Hessen;fernwaerme
65205;Wiesbaden;Hessen;fernwaerme
65207;Wiesbaden;Hessen;keine fernwaerme
54578;Wiesbaum;Rheinland-Pfalz;keine fernwaerme
53534;Wiesemscheid;Rheinland-Pfalz;keine fernwaerme
63831;Wiesen;Bayern;keine fernwaerme
15295;Wiesenau;Brandenburg;keine fernwaerme
14662;Wiesenaue;Brandenburg;keine fernwaerme
69257;Wiesenbach;Baden-Württemberg;fernwaerme
86519;Wiesenbach;Bayern;keine fernwaerme
97355;Wiesenbronn;Bayern;keine fernwaerme
14827;Wiesenburg/Mark;Brandenburg;fernwaerme
37308;Wiesenfeld;Thüringen;fernwaerme
94344;Wiesenfelden;Bayern;keine fernwaerme
3149;Wiesengrund;Brandenburg;fernwaerme
73349;Wiesensteig;Baden-Württemberg;keine fernwaerme
93109;Wiesent;Bayern;keine fernwaerme
36466;Wiesenthal;Thüringen;keine fernwaerme
91369;Wiesenthau;Bayern;keine fernwaerme
97353;Wiesentheid;Bayern;keine fernwaerme
91346;Wiesenttal;Bayern;fernwaerme
91632;Wieseth;Bayern;keine fernwaerme
69168;Wiesloch;Baden-Württemberg;fernwaerme
26639;Wiesmoor;Niedersachsen;keine fernwaerme
97859;Wiesthal;Bayern;keine fernwaerme
67744;Wiesweiler;Rheinland-Pfalz;keine fernwaerme
49835;Wietmarschen;Niedersachsen;keine fernwaerme
29323;Wietze;Niedersachsen;keine fernwaerme
31613;Wietzen;Niedersachsen;keine fernwaerme
29649;Wietzendorf;Niedersachsen;keine fernwaerme
87487;Wiggensbach;Bayern;fernwaerme
91634;Wilburgstetten;Bayern;keine fernwaerme
15745;Wildau;Brandenburg;fernwaerme
72218;Wildberg;Baden-Württemberg;keine fernwaerme
17091;Wildberg;Mecklenburg-Vorpommern;keine fernwaerme
36208;Wildeck;Hessen;keine fernwaerme
93359;Wildenberg;Bayern;keine fernwaerme
4626;Wildenbörten;Thüringen;fernwaerme
8134;Wildenfels;Sachsen;keine fernwaerme
98701;Wildenspring;Thüringen;keine fernwaerme
27793;Wildeshausen;Niedersachsen;keine fernwaerme
97772;Wildflecken;Bayern;keine fernwaerme
87499;Wildpoldsried;Bayern;keine fernwaerme
82409;Wildsteig;Bayern;keine fernwaerme
76848;Wilgartswiesen;Rheinland-Pfalz;keine fernwaerme
17379;Wilhelmsburg;Mecklenburg-Vorpommern;keine fernwaerme
91489;Wilhelmsdorf;Bayern;keine fernwaerme
7389;Wilhelmsdorf;Thüringen;keine fernwaerme
88271;Wilhelmsdorf;Baden-Württemberg;keine fernwaerme
69259;Wilhelmsfeld;Baden-Württemberg;keine fernwaerme
26382;Wilhelmshaven;Niedersachsen;fernwaerme
26384;Wilhelmshaven;Niedersachsen;keine fernwaerme
26386;Wilhelmshaven;Niedersachsen;keine fernwaerme
26388;Wilhelmshaven;Niedersachsen;keine fernwaerme
26389;Wilhelmshaven;Niedersachsen;fernwaerme
96352;Wilhelmsthal;Bayern;keine fernwaerme
91452;Wilhermsdorf;Bayern;keine fernwaerme
8112;Wilkau-Haßlau;Sachsen;fernwaerme
97348;Willanzheim;Bayern;keine fernwaerme
34439;Willebadessen;Nordrhein-Westfalen;keine fernwaerme
24616;Willenscharen;Schleswig-Holstein;keine fernwaerme
47877;Willich;Nordrhein-Westfalen;fernwaerme
56479;Willingen;Rheinland-Pfalz;keine fernwaerme
34508;Willingen (Upland);Hessen;keine fernwaerme
34628;Willingshausen;Hessen;keine fernwaerme
97647;Willmars;Bayern;keine fernwaerme
56459;Willmenrod;Rheinland-Pfalz;keine fernwaerme
93497;Willmering;Bayern;keine fernwaerme
56594;Willroth;Rheinland-Pfalz;keine fernwaerme
77731;Willstätt;Baden-Württemberg;keine fernwaerme
54533;Willwerscheid;Rheinland-Pfalz;keine fernwaerme
57234;Wilnsdorf;Nordrhein-Westfalen;fernwaerme
1723;Wilsdruff;Sachsen;fernwaerme
1737;Wilsdruff;Sachsen;keine fernwaerme
54655;Wilsecker;Rheinland-Pfalz;keine fernwaerme
27412;Wilstedt;Niedersachsen;keine fernwaerme
25554;Wilster;Schleswig-Holstein;keine fernwaerme
49849;Wilsum;Niedersachsen;keine fernwaerme
2681;Wilthen;Sachsen;fernwaerme
54459;Wiltingen;Rheinland-Pfalz;keine fernwaerme
55767;Wilzenberg-Hußweiler;Rheinland-Pfalz;keine fernwaerme
53518;Wimbach;Rheinland-Pfalz;keine fernwaerme
6313;Wimmelburg;Sachsen-Anhalt;keine fernwaerme
71299;Wimsheim;Baden-Württemberg;keine fernwaerme
54457;Wincheringen;Rheinland-Pfalz;keine fernwaerme
86949;Windach;Bayern;keine fernwaerme
94336;Windberg;Bayern;keine fernwaerme
25729;Windbergen;Schleswig-Holstein;keine fernwaerme
24340;Windeby;Schleswig-Holstein;fernwaerme
51570;Windeck;Nordrhein-Westfalen;fernwaerme
91635;Windelsbach;Bayern;keine fernwaerme
56379;Winden;Rheinland-Pfalz;keine fernwaerme
76872;Winden;Rheinland-Pfalz;keine fernwaerme
79297;Winden im Elztal;Baden-Württemberg;keine fernwaerme
55452;Windesheim;Rheinland-Pfalz;keine fernwaerme
53578;Windhagen;Rheinland-Pfalz;keine fernwaerme
92670;Windischeschenbach;Bayern;keine fernwaerme
4603;Windischleuba;Thüringen;keine fernwaerme
94575;Windorf;Bayern;keine fernwaerme
91575;Windsbach;Bayern;keine fernwaerme
37327;Wingerode;Thüringen;fernwaerme
21789;Wingst;Niedersachsen;keine fernwaerme
84543;Winhöring;Bayern;keine fernwaerme
57644;Winkelbach;Rheinland-Pfalz;keine fernwaerme
54558;Winkel (Eifel);Rheinland-Pfalz;keine fernwaerme
90610;Winkelhaid;Bayern;keine fernwaerme
27243;Winkelsett;Niedersachsen;keine fernwaerme
92559;Winklarn;Bayern;keine fernwaerme
24398;Winnemark;Schleswig-Holstein;keine fernwaerme
56459;Winnen;Rheinland-Pfalz;keine fernwaerme
71364;Winnenden;Baden-Württemberg;fernwaerme
53520;Winnerath;Rheinland-Pfalz;keine fernwaerme
25887;Winnert;Schleswig-Holstein;keine fernwaerme
38170;Winnigstedt;Niedersachsen;keine fernwaerme
56333;Winningen;Rheinland-Pfalz;keine fernwaerme
67722;Winnweiler;Rheinland-Pfalz;keine fernwaerme
54614;Winringen;Rheinland-Pfalz;keine fernwaerme
25551;Winseldorf;Schleswig-Holstein;keine fernwaerme
24568;Winsen;Schleswig-Holstein;fernwaerme
29229;Winsen (Aller);Niedersachsen;fernwaerme
29308;Winsen (Aller);Niedersachsen;keine fernwaerme
21423;Winsen (Luhe);Niedersachsen;fernwaerme
73650;Winterbach;Baden-Württemberg;keine fernwaerme
89368;Winterbach;Bayern;keine fernwaerme
55595;Winterbach;Rheinland-Pfalz;fernwaerme
66484;Winterbach (Pfalz);Rheinland-Pfalz;keine fernwaerme
59955;Winterberg;Nordrhein-Westfalen;keine fernwaerme
67822;Winterborn;Rheinland-Pfalz;keine fernwaerme
55595;Winterburg;Rheinland-Pfalz;fernwaerme
